file_name,transcript,avg_pause,max_pause,pause_count,wpm,total_words,LD_score,LD_risk
F23_04_08.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,218.978102189781,15,0.070273824,False
F22_10_02.wav, The student wears the uniform and goes through school daily.,0.0,0.0,0,164.83516483516485,10,0.030337295,False
F22_06_08.wav, I do not have time to go with you. I am playing cricket.,0.08,0.08,0,239.2638036809816,13,0.08741756,True
F22_09_10.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,162.52821670428895,12,0.030290086,False
F23_03_03.wav, I don't have time to go with you. I am playing cricket.,0.06,0.06,0,229.29936305732485,12,0.07734708,False
F22_08_10.wav, Nature is as caring as our mother. It's always sweet like her.,0.1,0.1,0,167.8321678321678,12,0.034402065,False
F23_06_05.wav, The students wear the uniform and goes to school daily.,0.0,0.0,0,171.42857142857144,10,0.03388182,False
F23_01_01.wav," You wish to know all about my grandfather. Well, he is nearly 93 years old with a long beard.",0.1299999999999996,0.2199999999999997,0,180.37974683544303,19,0.049301617,False
F23_03_06.wav," Nature gives us fruits, vegetables and grains to eat.",0.0999999999999998,0.0999999999999998,0,158.35777126099703,9,0.028020423,False
F23_01_06.wav," In the winter, when it snows, he slowly takes a short walk in the open air each day.",0.0599999999999999,0.0999999999999998,0,179.40199335548172,18,0.046197377,False
F23_04_04.wav," In the winter, when it snows, he slowly takes a short walk in the open air each day.",0.06,0.1,0,192.17081850533808,18,0.05433471,False
F23_02_05.wav," You wish to know all about my grandfather. Well, he is nearly 93 years old with a long beard.",0.1399999999999999,0.2199999999999997,0,183.8709677419355,19,0.051631402,False
F23_04_07.wav, డాగ్ డాగ్స్ ఇట్ బోల్స్ మాఈక్ లాఇక్స్ బాఇక్స్ ఎల్సా వాంట్ ఏ బుక్ ఆదం ప్లేస్ బాస్కేట్ బాల్,0.0,0.0,0,150.0,15,0.026874756,False
F23_05_07.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,160.0,12,0.02902731,False
F23_01_10.wav, I don't have time to go with you. I am playing cricket.,0.0399999999999995,0.0399999999999995,0,190.9814323607427,12,0.047458775,False
F22_06_04.wav, Nature is as caring as our mother. It's always sweet like her.,0.1,0.1,0,156.1822125813449,12,0.02853785,False
F23_05_05.wav," 199, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80",0.1566666666666666,0.3799999999999999,0,111.731843575419,20,0.023308363,False
F22_06_05.wav," In the winters, when it snows, he slowly takes a short walk in the open air each day.",0.0,0.0,0,166.15384615384616,18,0.038005225,False
F23_01_09.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,172.2488038277512,12,0.035478525,False
F22_08_07.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,152.54237288135596,12,0.025538614,False
F23_01_07.wav, The students wear the uniform and goes to school daily.,0.0,0.0,0,182.9268292682927,10,0.040645394,False
F23_02_10.wav, Nature is as caring as our mother. It's always sweet like her.,0.1400000000000001,0.1400000000000001,0,169.01408450704227,12,0.03569413,False
F23_05_09.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,207.3732718894009,15,0.06110539,False
F23_02_08.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,164.0091116173121,12,0.031046376,False
F23_03_05.wav, Dogs. Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.,0.1133333333333334,0.1600000000000001,0,153.84615384615387,14,0.029189533,False
F22_09_09.wav, I do not have time to go with you. I'm playing cricket.,0.04,0.04,0,205.7142857142857,12,0.057870768,False
F22_08_04.wav," డాగ్ ఇట్ స్బోన్, మైక్ లైక్ స్బాయ్క్, ఇల్సా వాంట్ ఏ బూక్, ఆదం ప్లేస్ట్ బాస్కేట్ బాల్.",0.1199999999999998,0.2199999999999997,0,125.0,14,0.018553685,False
F22_06_10.wav," 100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80",0.3226315789473684,1.75,1,70.96392667060911,20,0.24348517,True
F22_10_07.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,176.47058823529414,15,0.04036679,False
F23_02_07.wav," In the winter, when it snows, he slowly takes a short walk in the open air each day.",0.0999999999999998,0.0999999999999998,0,186.52849740932643,18,0.0512833,False
F23_03_08.wav," 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80",0.1611111111111111,0.2400000000000002,0,99.58506224066387,20,0.020694185,False
F22_09_06.wav," 100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 82.",0.235,0.3799999999999999,0,84.73436449226631,21,0.02240635,False
F22_07_04.wav, The nature is very attractive and full of my favorite green colors.,0.0,0.0,0,165.13761467889907,12,0.031630937,False
F22_07_10.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,113.35012594458438,15,0.014760381,False
F23_02_03.wav," Nature gives us fruits, vegetables and grains to eat.",0.1,0.1,0,165.64417177914112,9,0.03168296,False
F24_06_04.wav, Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.,0.1666666666666664,0.1799999999999997,0,129.35323383084577,13,0.019843047,False
F23_08_10.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,211.2676056338028,15,0.064097926,False
F24_02_03.wav, Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.,0.0799999999999999,0.1200000000000001,0,127.65957446808513,13,0.017846141,False
F24_02_10.wav, Nature is as caring as our mother. It is always sweet like her.,0.1800000000000001,0.1800000000000001,0,139.53488372093025,13,0.023610294,False
F24_04_10.wav, నేచ్చర్ గివిస్ అస్ ఫ్రూట్స్ వేస్టేబుల్స్ అండ్ గ్రేన్స్ టూ ఇట్.,0.0,0.0,0,153.4090909090909,9,0.02438355,False
F24_05_04.wav, నేచేర్ ఇస్ వేరీ అట్రాక్ట్యా అండ్ ఫూలోక్ మై ఫేవరెట్ కలార్ గ్రిన్,0.0,0.0,0,142.51781472684084,10,0.020206112,False
F24_05_02.wav, The students wear the uniform and go to school daily.,0.0,0.0,0,182.9268292682927,10,0.040645394,False
F24_03_08.wav, I don't have time to go with you. I am playing cricket.,0.06,0.06,0,204.54545454545456,12,0.057272404,False
F23_08_05.wav," Dogs eat bones, Mike likes bikes, Elsa wants a book, Adam plays basketball.",0.1466666666666668,0.1800000000000001,0,160.49382716049382,13,0.032107383,False
F24_06_09.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,185.9504132231405,15,0.046164297,False
F23_08_01.wav, Nature is as caring as our mother. It's always sweet like her.,0.1200000000000001,0.1200000000000001,0,172.2488038277512,12,0.037146177,False
F23_10_10.wav," Nature gives us fruits, vegetables and grains to eat.",0.1199999999999998,0.1199999999999998,0,160.2373887240356,9,0.029248515,False
F24_01_02.wav," In the winter, when it snows, he slowly takes a short walk in the open air each day.",0.09,0.1400000000000001,0,126.76056338028172,18,0.022837108,False
F24_04_04.wav, I don't have to time go with you. I am playing cricket.,0.06,0.06,0,169.81132075471697,12,0.03488703,False
F23_07_01.wav," You wish to know all about my grandfather. Well, he is nearly 93 years old with a long beard.",0.1599999999999999,0.2599999999999998,0,167.40088105726875,19,0.04247925,False
F23_09_02.wav, I don't have to go with you. I'm playing cricket.,0.0799999999999996,0.0799999999999996,0,172.9106628242075,10,0.03575558,False
F24_07_08.wav," 100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80",0.147,0.2400000000000002,0,113.9240506329114,21,0.02472448,False
F24_02_01.wav," You wish to know all about my grandfather? Well, he is nearly 93 years old with a long beard.",0.2800000000000002,0.2800000000000002,0,194.8717948717949,19,0.06165915,False
F24_01_09.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,229.59183673469389,15,0.079318196,True
F24_04_03.wav, The students wear the uniform and goes to the school daily.,0.0,0.0,0,162.56157635467983,11,0.02968857,False
F24_07_05.wav," You wish to know all about my grandfather? Well, he is nearly 93 years old with yellow beard",0.2800000000000002,0.2800000000000002,0,179.1044776119403,18,0.050158788,False
F23_10_04.wav," 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81",0.1611111111111112,0.2200000000000006,0,101.423487544484,19,0.019523427,False
F23_09_04.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,200.0,15,0.055672515,False
F24_03_07.wav," Nature is as caring as our mother, it's always sweet like her.",0.2200000000000006,0.2200000000000006,0,106.98365527488856,12,0.01441887,False
F24_03_05.wav," You wish to know all about my grandfather. Well, he is nearly 93 years old with a long beard.",0.2000000000000001,0.3600000000000003,0,142.14463840399003,19,0.03183858,False
F23_10_05.wav, The students wear the uniform and goes to school daily.,0.0,0.0,0,156.6579634464752,10,0.026294868,False
F24_07_07.wav, ఇలోవ్ మై ఫామ్లి ఆండ్ ఇన్న ఫూచర్ ఆంటు మేక్ మై ఫామ్లి ప్రాఉడ్,0.0,0.0,0,150.68493150684932,11,0.024102017,False
F23_10_02.wav, I love my family and in the future I want to make my family proud.,0.0,0.0,0,189.0756302521009,15,0.048183583,False
F24_03_10.wav," నేచర్ గివ్సాస్ ఫ్రూట్స్, వేస్టేబుల్స్ అండ్ గ్రాండ్స్ తు ఇట్.",0.02,0.02,0,144.57831325301206,8,0.020529453,False
F23_10_01.wav, I don't have time to go with you. I am playing cricket.,0.02,0.02,0,213.64985163204747,12,0.06372698,False
F23_10_06.wav," In the winter, when it snows, he slowly takes a short walk in the open air each day.",0.1200000000000001,0.1200000000000001,0,184.93150684931507,18,0.05058801,False
F23_07_08.wav," Nature gives us fruits, vegetables and grains to eat.",0.1400000000000001,0.1400000000000001,0,158.8235294117647,9,0.028892016,False
F24_01_04.wav, Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.,0.86,1.5599999999999996,1,78.78787878787878,13,0.24429683,True
F24_05_08.wav," You wish to know all about my grandfather? Well, he is nearly 93 years old with a long beard.",0.2099999999999999,0.3799999999999999,0,187.192118226601,19,0.055501383,False
F23_07_10.wav, Nature is caring as our mother is always sweet like her.,0.0,0.0,0,152.073732718894,11,0.024713818,False
F24_03_09.wav, The nature is very attractive and full of my favorite green color.,0.0,0.0,0,158.59030837004406,12,0.028343584,False
